,Unnamed: 0,name,nb_reviews,location,rating,header,content,date,responded,response_date,response,company,sentences
10,1,David,1,US,1,I cancelled my reservation and booking.com never refunded my fees,"If I could give them a negative 5 star review, I would do it. I cancelled my reservation with the hotel in advance, the hotel sent us a statement stating that the reservation was cancelled. I called booking.com and talked to the customer service agent and manager. They said that they were not refunding my money. According to them, it was the hotel's fault even though it was booking.com that charged my card. I called them so many times to get my money back and they said that there was nothing they could do and that i should be the one dealing with the hotel to get my money back. Never ever book with them or their associate third party websites, pay a little more and book straight with the hotel. This company is awful and disgraceful.",2021-04-20 01:40:14+00:00,0,,-,booking.com,This company is awful and disgraceful.
11,2,Alexander Santos,1,US,1,Terrible experience with this website,"Terrible experience with this website. I made a reservation for 2 rooms in one hotel in Florida, when I arrived they have just one room, I am already fighting for get my money back. Customer service is awful, I have spent three days back and for with them always asking for a new ""required"" info. Avoid book here",2021-04-19 19:26:11+00:00,0,,-,booking.com,Terrible experience with this website.
12,2,Alexander Santos,1,US,1,Terrible experience with this website,"Terrible experience with this website. I made a reservation for 2 rooms in one hotel in Florida, when I arrived they have just one room, I am already fighting for get my money back. Customer service is awful, I have spent three days back and for with them always asking for a new ""required"" info. Avoid book here",2021-04-19 19:26:11+00:00,0,,-,booking.com,"I made a reservation for 2 rooms in one hotel in Florida, when I arrived they have just one room, I am already fighting for get my money back."
13,2,Alexander Santos,1,US,1,Terrible experience with this website,"Terrible experience with this website. I made a reservation for 2 rooms in one hotel in Florida, when I arrived they have just one room, I am already fighting for get my money back. Customer service is awful, I have spent three days back and for with them always asking for a new ""required"" info. Avoid book here",2021-04-19 19:26:11+00:00,0,,-,booking.com,"Customer service is awful, I have spent three days back and for with them always asking for a new ""required"" info."
14,3,G May,27,GB,1,BUY ANYWHERE ELSE,Booked a holiday...took my money.  Then a few days later tell me the price was too low and ask for more.  Then they cancel my booking and leave me with flights and car hire all booked with cancellation fees.  Disgraceful,2021-04-18 21:19:41+00:00,0,,-,booking.com,Booked a holiday...took my money.
15,3,G May,27,GB,1,BUY ANYWHERE ELSE,Booked a holiday...took my money.  Then a few days later tell me the price was too low and ask for more.  Then they cancel my booking and leave me with flights and car hire all booked with cancellation fees.  Disgraceful,2021-04-18 21:19:41+00:00,0,,-,booking.com,Then a few days later tell me the price was too low and ask for more.
16,3,G May,27,GB,1,BUY ANYWHERE ELSE,Booked a holiday...took my money.  Then a few days later tell me the price was too low and ask for more.  Then they cancel my booking and leave me with flights and car hire all booked with cancellation fees.  Disgraceful,2021-04-18 21:19:41+00:00,0,,-,booking.com,Then they cancel my booking and leave me with flights and car hire all booked with cancellation fees.
17,4,Lee Mac,3,GB,1,Avoid Booking.com,"I would just like to take the time to warn everyone reading this that booking.com does not vet any of its hosts, or inspect the Authenticity & accuracy of the hosts photos and descriptions.  We all know that business is pretty desperate out there. But stealing money from people is unforgivable. Non-refundable means non-refundable, no matter what. I arrived at a complete slum and recieved no help . 30 years travelling and I have never experienced such a flagrant disregard for Customers.",2021-04-18 19:11:58+00:00,0,,-,booking.com,"I would just like to take the time to warn everyone reading this that booking.com does not vet any of its hosts, or inspect the Authenticity & accuracy of the hosts photos and descriptions."
18,4,Lee Mac,3,GB,1,Avoid Booking.com,"I would just like to take the time to warn everyone reading this that booking.com does not vet any of its hosts, or inspect the Authenticity & accuracy of the hosts photos and descriptions.  We all know that business is pretty desperate out there. But stealing money from people is unforgivable. Non-refundable means non-refundable, no matter what. I arrived at a complete slum and recieved no help . 30 years travelling and I have never experienced such a flagrant disregard for Customers.",2021-04-18 19:11:58+00:00,0,,-,booking.com,We all know that business is pretty desperate out there.
19,4,Lee Mac,3,GB,1,Avoid Booking.com,"I would just like to take the time to warn everyone reading this that booking.com does not vet any of its hosts, or inspect the Authenticity & accuracy of the hosts photos and descriptions.  We all know that business is pretty desperate out there. But stealing money from people is unforgivable. Non-refundable means non-refundable, no matter what. I arrived at a complete slum and recieved no help . 30 years travelling and I have never experienced such a flagrant disregard for Customers.",2021-04-18 19:11:58+00:00,0,,-,booking.com,But stealing money from people is unforgivable.
20,4,Lee Mac,3,GB,1,Avoid Booking.com,"I would just like to take the time to warn everyone reading this that booking.com does not vet any of its hosts, or inspect the Authenticity & accuracy of the hosts photos and descriptions.  We all know that business is pretty desperate out there. But stealing money from people is unforgivable. Non-refundable means non-refundable, no matter what. I arrived at a complete slum and recieved no help . 30 years travelling and I have never experienced such a flagrant disregard for Customers.",2021-04-18 19:11:58+00:00,0,,-,booking.com,"Non-refundable means non-refundable, no matter what."
21,4,Lee Mac,3,GB,1,Avoid Booking.com,"I would just like to take the time to warn everyone reading this that booking.com does not vet any of its hosts, or inspect the Authenticity & accuracy of the hosts photos and descriptions.  We all know that business is pretty desperate out there. But stealing money from people is unforgivable. Non-refundable means non-refundable, no matter what. I arrived at a complete slum and recieved no help . 30 years travelling and I have never experienced such a flagrant disregard for Customers.",2021-04-18 19:11:58+00:00,0,,-,booking.com,I arrived at a complete slum and recieved no help .
22,4,Lee Mac,3,GB,1,Avoid Booking.com,"I would just like to take the time to warn everyone reading this that booking.com does not vet any of its hosts, or inspect the Authenticity & accuracy of the hosts photos and descriptions.  We all know that business is pretty desperate out there. But stealing money from people is unforgivable. Non-refundable means non-refundable, no matter what. I arrived at a complete slum and recieved no help . 30 years travelling and I have never experienced such a flagrant disregard for Customers.",2021-04-18 19:11:58+00:00,0,,-,booking.com,30 years travelling and I have never experienced such a flagrant disregard for Customers.
23,5,customer,3,GB,1,Arrived to find the hotel had closed down!,"Booking.com took a booking for a hotel, (The Schooner, Alnmouth), that looked like it had been closed for weeks and the phone number was unobtainable. I received confirmation emails and a supposed message from the hotel, yet no communication from booking.com or the venue since. Having found myself on the streets 320 miles from home I find it hard to envisage a scenario where I would ever use booking.com again.",2021-04-17 20:10:21+00:00,0,,-,booking.com,"Booking.com took a booking for a hotel, (The Schooner, Alnmouth), that looked like it had been closed for weeks and the phone number was unobtainable."
24,5,customer,3,GB,1,Arrived to find the hotel had closed down!,"Booking.com took a booking for a hotel, (The Schooner, Alnmouth), that looked like it had been closed for weeks and the phone number was unobtainable. I received confirmation emails and a supposed message from the hotel, yet no communication from booking.com or the venue since. Having found myself on the streets 320 miles from home I find it hard to envisage a scenario where I would ever use booking.com again.",2021-04-17 20:10:21+00:00,0,,-,booking.com,"I received confirmation emails and a supposed message from the hotel, yet no communication from booking.com or the venue since."
25,5,customer,3,GB,1,Arrived to find the hotel had closed down!,"Booking.com took a booking for a hotel, (The Schooner, Alnmouth), that looked like it had been closed for weeks and the phone number was unobtainable. I received confirmation emails and a supposed message from the hotel, yet no communication from booking.com or the venue since. Having found myself on the streets 320 miles from home I find it hard to envisage a scenario where I would ever use booking.com again.",2021-04-17 20:10:21+00:00,0,,-,booking.com,Having found myself on the streets 320 miles from home I find it hard to envisage a scenario where I would ever use booking.com again.
26,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,DO NOT use suiteness at Booking.com(Las Vegas).
27,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,Their website is inaccurate and the rates are incorrect.
28,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation.
29,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,"I later reached out to suiteness, because somthing did not feel right about this reservation!!"
30,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,I'm not sure what prompted me to call but I was genuinely concerned I had been scammed.
31,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,I called contact number on their website..no answer so I LVM!!
32,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,"I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!!"
33,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,If I didn't pay this I would have to cancel.
34,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,"They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!!"
35,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,I wasted more time!!
36,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,"EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!!"
37,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,I wasted so much time and lost out on legitimate room rates.
38,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,DO NOT USE THEM.
39,6,Savina Duran,1,US,1,WARNING!! DO NOT book hotel reservations with Booking. com/Suiteness!!,"WARNING!!! DO NOT use suiteness at Booking.com(Las Vegas). Their website is inaccurate and the rates are incorrect.  I booked a suite at Mandalay Bay for $1400.00 total for 2 nights and received an immediate confirmation. I later reached out to suiteness, because somthing did not feel right about this reservation!!  I'm not sure what prompted me to call but I was genuinely concerned I had been scammed. I called contact number on their website..no answer so I LVM!! I recieved a call back from Jenna.. she explained there had been a huge rate increase, triple increase @ 1800.00 a night 3600.00 for two nights!!! If I didn't pay this I would have to cancel. They proceeded to blame the Mandalay Bay Resort and Casino over and over and asked that I reach out to them as they would possibly authorize the first rate of $1400.00...lies,lies!! I wasted more time!! EventuallyJenna/Kate admitted they were responsible, and explained the lose they would endure if Booking.com authorized this rate/room at $1400.00 for two nights!! I wasted so much time and lost out on legitimate room rates. DO NOT USE THEM. I promise, you will be sorry. BOOKING.COM SUITENESS....DON'T DO IT.",2021-04-17 02:10:57+00:00,0,,-,booking.com,"I promise, you will be sorry."
